ProductId,Score,Summary,Text
B002FJM9SU,5,"Tips: My baby started this from 2 weeks and is now a happy, healthy 9 mo old.","I had previously had three babies that breastfed like pros, but my fourth child had to have formula because she did not suck strong enough to make my milk supply stay at all and for some reason pumps don't work for me--even the hospital ones : (<br /><br />At two weeks I started transitioning my baby from Enfamil newborn to Baby's Only.  I did half and half for 2 canisters worth.  Yes, she did get constipated a bit, but I only had to use a glycerin enema twice.  These are the tips I have.<br /><br />1. Water it down a bit--3 oz of water for each scoop.  After about a month I realized that this combo of 3 oz to each scoop worked much better for my daughter.  She has been using this mixture for 7 months and is growing very well.  This also saves you money on formula and is my most important tip. : )<br /><br />2. Stir or swish around, do not shake up and down.  Luckily I have wide mouth bottles--Tommee Tippee bottles.  If you use a clean craft stick or something to stir it with or you can swish it around in a circular way it does not make bubbles.  If you shake it up and down it makes a TON of bubbles that don't pop very easily and your baby will not be happy with a bubbly tummy.<br /><br />3. Give it some time to transition.  If you are transitioning from breastmilk--that is great, just do half and half for about 2 weeks and then the next week or two do 1/4 part breastmilk or old formula and 3/4 part Baby's Only.  Just in case your baby does get constipated, have Fleet glycerin enemas on hand if your baby hasn't pooped in 2 or more days and is getting uncomfortable.<br /><br />If you have a Sprouts (grocery store) nearby they also sell this and it is a bit cheaper.  Plus, if you buy a case you get 10% off.<br /><br />This formula is wonderful and can work for your baby, even if it takes a little bit of time to get used to.  Best wishes."
B002FJM9SU,1,WARNING ARSENIC,brown rice and rice in general has a lot of arsenic! any rice or brown rice syrup from texas and other southern states is dangerous! avoid this!!! when eating rice products buy rice from asia.
B002FJM9SU,1,The worst constipation!,"My lo never had a problem with any formular such as, similac, enfamil, gerber and etc EXCEPT Baby's only.<br />This formula gave him the worst constipation ever.  I noticed that he didn't have bowel movements for a few days, and I was a bit worried, then one day, I saw him trying to push, his face turned really red,<br />crying so hard in pain.  When I took off his diaper to see what was going on, I was horrified to see that<br />his bottom was bleeding as the big hard stool was stuck in his buttock.  My lo was just 5 months old, and was desperately trying to push it out, but he couldn't.  So, I had to dig the stool out with oiled q-tips.<br />The stool eventually came out with 15 min of struggle, but I felt like an hour.<br />The bleeding wasn't light, so I had to take him to our doctor.  The doctor told me it left several fissures<br />in his anus. I threw away two unopened cans in the garbage as soon as I returned home.<br />As soon as I changed his formula to another brand, he became a happy baby once again."
B002FJM9SU,2,"Great product, but didn't work out","Approximately one month ago, we needed to start supplementing with formula as my milk supply wasn't enough for our 5 month old. I wanted to provide the best possible alternative and came up with Baby's Only. I agree that the ingredients are great...nutritious without any unnecessary extras. She seemed to do ok when I made bottles with half breastmilk and half formula. However, this past week we have gone to full formula bottles and unfortunately she hasn't been able to tolerate it. The powder is thick and doesn't dissolve very well. So I end up stirring it which causes a ton of air bubbles. This has in turn caused some major gas pains and sleepless nights for her. I also noticed that she was starting to become constipated. Reluctantly, I switched to a mainstream brand of formula and she has been doing great. It dissolves almost immediately, no air bubbles and looks a lot like my own milk."
B002FJM9SU,1,DO NOT BUY!!!,"Do not buy!! I did some research on brown rice syrup (#1 ingredient in this formula) and studies show that dangerous amounts of arsenic were found in organic powdered baby formula, intended for toddlers, whose top ingredient was brown rice syrup. These formulas contained six times more arsenic than the Environmental Protection Agency considers safe for the water supply. It seems there are no safe toddler formulas anymore.. Enfagrow used to be my choice, but they changed to high fructose corn syrup and almost doubled the amount of sugar in their formula... I am a firm believer that everything is okay in moderation, even high fructose corn syrup, but this is not needed in a toddler formula that they will be consuming many ounces of each day....I think I will just stick with Horizon Organic Milk with DHA and OMEGA 3... I will just have to get my daughter some iron in her foods that she is fed though out the day... I breastfed all of my children until they were 1, but liked to give them the toddler formula after they turned 1 in order to get the iron that they needed. Just think twice before purchasing any of these toddler formulas!!"
B002FJM9SU,1,"NOT GOOD!, ARSENIC ETC... + NO CALL BACK, NOW USING HOLLE","We had been feeding our baby for weeks using this formula, but then realized the studies recently found.<br />I guess we did not want to believe it but call the company after all. First it was hard to get someone qualified about the issue, the lady was nice but couldn't help us.<br />So she toke our number saying someone would get back to us, but nobody ever did, do they want to stay away from the arsenic issue???<br />Nutrition is so important in a babies first few months of life that we now use another brand and have moved on from this one.<br />It's so dissapointing that they have to add sweetner anyway! I mean it's a baby formula, and being one of the first ingredient it tells you a lot.<br />We now use the Holle brand, it was very hard to get before but fortunately now avaiable on amazon! Much better quality, more organic and especially no added extra useless stuff that should not be in a baby diet!"
B002FJM9SU,1,High Levels of Arsenic found in brown rice syrup which causes cancer,"Nature's one submitted samples to the FDA to test for arsenic, the tests are complete but Nature's one won't release the numbers. Will the FDA release these numbers? The wait smells fishy here. Arsenic can cause cancer and other chronic illnesses.  All concerned parents should stop this product from natures one until they prove through FDA that their baby formula products do not contain high levels of Arsenic or no Arsenic for that matter.  Natures one SHAME on you for deceiving millions of innocent parents and little angles who do not know anything about capitalism and money greedy companies who self claim they are the best in what they do when they aren't.<br /><br />[...]"
B002FJM9SU,1,Brown Rice Syrup contains arsenic!,A new study found that baby formulas that had brown rice syrup  as the main ingredient had twenty times the legal limit of arsenic in them.<br />[...]
B002FJM9SU,1,DO NOT BUY - Contains high levels of arsenic,"As some of the other reviewers have noted, Baby's Only Organic Formula contains high levels of arsenic. I would love to have exclusively breastfed, but, due to a low milk supply that couldn't meet my baby's needs, I have to supplement with formula. I did a ton of research before buying Baby's Only and thought I was giving my baby the next best thing to breastmilk. I didn't want to buy Earth's Best because it contains hexane. Baby's Only was the only organic formula I could find without hexane. So I was appalled when I learned that Baby's Only dairy formula tested for high levels of arsenic (read the story on the Boston Globe's website: ""Arsenic hidden in baby formula, cereal bars, and energy shots?"") due to the brown rice syrup in it. Baby's Only hasn't issued a recall, voluntary or otherwise. I cannot believe this formula is still being sold. DO NOT BUY BABY'S ONLY. I ended up ordering another organic formula called Holle from a website in Germany. It's not available in the US, but the international shipping cost was worth it for my baby's health."
B002FJM9SU,5,The ONLY Organic Toddler formula,This is the only Organic Toddler formula we could find. I have no idea why no others exist. Why would you give your kid anything but Organic for milk?
B002FJM9SU,1,Arsenic,"I am so upset....I fed my baby this giving her 1 to 2 bottles in order to supplement the breast milk.  My child got ill.  She had very bad diarrhea and had blood in her stools.  Tests were taken and came back negative for salmonella and ecoli. My pediatrician had recommended I stop giving this formula because she didn't think it gave my child the nutritional value she needed so I stopped giving it to her.  She got better and recovered.  I didn't know why she got ill, now I'm wondering if it was due to this formula :(<br /><br />Breastfeeding is best, I know this, but I what formula is safe to supplement with?  We don't have many choices so I will continue to try to get my milk supply up.<br /><br />Very upset!"
B002FJM9SU,4,like the product.....didn't like the shipping,Love this product but when we got these shipped over half of the cans were dented. I will not be ordering from them again. Will buy in store.
B002FJM9SU,1,Buyer Beware,"Nature's One, the company that makes Baby's Only, has done nothing but lied, deceived, evaded and deflected blame since the arsenic finding was publicized. They're not even regulated by the FDA, though their reps will tell you they are if you call them! I wish I'd never heard of this company. Roll the dice with another brand. This one can't even be considered the best of the worst."
B002FJM9SU,3,"Great tatste, but 1/3 the calories","I bought this formula for my 12 month old baby. He loved it. The taste is great and I have not had the mixing problems mentioned by another review. The only problem is that my son started to wake up at 3am hungry, even though I was giving him the same amount of formula. I looked at the nutrition information and noticed that the formula has less than half the calories that Enfagrow next step has. Once I switched back he started sleeping through the night again. For a growing baby boy who needs all the calories he can get, I do not recommend this formula. There is no price to my baby's health, yet when this cost twice as much as the other brands and still does not fill it is really not worth it."
B002FJM9SU,4,"Good product, bad shipping","The product seems to be highly rated by parents and is a good value. However, the shipper delivered my order to the wrong house and when I called Amazon, I was told the tracking info was wrong and to wait another day. It turns out it was delivered the right day, but to the wrong house. Thanks to my neighbor, I did get the formula a day later. What's the point of getting 2-day shipping if it is not delivered to the right place on the right day? I'll give it one more try. If there is shipping problem again, I will buy this product elsewhere.<br /><br />The second order went much smoother. I will be ordering this product from Amazon again."
B002FJM9SU,5,"It clearly says ""TODDLER"" formula!","In other words.. Do not feed to newborns or infants!<br /><br />I'm reading about all these babies reacting with constipation, and as a mother of 3, it makes me feel bad that those babies have to go thru all that pain!<br /><br />C'mon people!  A little bit of common sense isn't gonna hurt."
B002FJM9SU,1,Natures' One Deleted My Post from their Facebook page.,"Nature's One deleted my post from their Facebook page so I am posting my doctors recommendations here.<br /><br />If there is any question whether this company is hiding something it was quickly answered after they deleted my post in which I described recommendations that I received from the toxicologists at Environmental Health Sciences at Children's Hospital in Boston, MA.  This department specifically deals with public health issues regarding environmental toxins so I believe their opinions are less biased than that of Natures One or their ""independent researchers.""<br /><br />Anyway, I have been feeding my baby this formula since she was born 5 months ago.  I was concerned after hearing the news report regarding the levels of inorganic arsenic in the brown rice syrup so I called my local pediatrician who recommended that I call Children's Hospital.  The toxicologist recommended that I stop using any formula that contains brown rice syrup as its principal ingredient along with any other baby food products with it until they have more information. He mentioned the Dartmouth study stating the brown rice syrup has well over the recommended amount of inorganic arsenic, about 6x times past the limit.<br /><br />It was a relief to hear from the toxicologist that I need not worry about any acute or chronic arsenic toxicity for my baby, and that she does not require any urine, blood or hair tests.  This is in contrast to what many other pediatricians have recommended for their parents who are feeding their children the same formula.  The toxicologist believes that my daughter's risks to developing any illness, cancer etc was less than 1% greater than a child who had not been given the formula, so that was very reassuring.<br /><br />After hearing these recommendations from Children's Hospital I could see how someone would still continue using the Natures One product because the health risks are low, however I opted to switch because I realize my role as a parent is to reduce any risks to my child, even if it is less than 1%. There are so many other chemical risks out there that I feel any risks that you can take off the table would help protect my child because it is probably the cumulative effect off all these chemicals that leads to adverse problems. And i figure if those people who have a Masters in Public Health are recommending to discontinue it who am I to disagree with them.<br /><br />An ethical company would have taken the Dartmouth study information and told the public that they will try to improve on their product, ie. reduce the inorganic arsenic, however, they still claim they make the finest baby formula out there.  Their website says they are looking out for the health of our children but refuse to recall or change their product which speaks for itself.<br /><br />In light of them deleting my post above from their Facebook page, it appears that they definitely have something to hide, as I was just posting public health information that I felt people in my situation would like to know given to me by one of the most reputable health institutions (Children's Hospital) in the world.<br /><br />Obviously, I would give this product zero stars if I could.  Hope this info helps some of those confused, concerned parents out there like me.<br /><br />UPDATE #1*** please read the article from the Huffington Post written Dr. Gary Ginsberg, a toxicologist from Yale.  It is in line with the recommendations from Children's Hospital of Boston.<br /><br />UPDATE #2*** I received a response from Dr. Gary Ginsburg in response to the new testing results by Nature's One.  Looks like their testing results indicate an even worse situation than originally thought.  Here is the response from Dr. Ginsburg: ""Seeing your comment made me hopeful that this is just lab error, a false alarm. However, saying that Dartmouth doesn't know how to measure arsenic is like saying Roger Federer doesn't know how to play tennis. The Nature's One press release sounded scientific - they explain how the Dartmouth analysis was different from their method and why theirs was better. But when you click on their own results - in 3 samples of their baby formula, the inorganic arsenic is actually greater (53 to 83 ppb) than the Dartmouth results (10-20 ppb)!! So calling the Dartmouth results too high and flawed is an insult to Dartmouth as well as to all of us. Further, they compare their results to an outmoded WHO (CODEX) arsenic acceptable intake of 2.1 ug/kg/d. This was withdrawn in the latest CODEX because it was too close to the cancer effect level and CODEX did not supply a new value. Nature One claims that Dartmouth relied on the 2.1 ug/kg/d value but in fact Dartmouth used 0.3 ug/kg/d (the dose corresponding to USEPA's drinking water std) to compare against. If Nat1 used that target, their baby formula would be in the danger zone, so they chose the withdrawn target instead. The bottom line is that the company's own data make the situation worse, with levels of arsenic in their baby formula 5 to 8 times greater than the USEPA drinking water standard for inorganic arsenic (10 ppb)."""
B002FJM9SU,5,Perfect formula for an organic family,"Love this formula. All of the nutrition, none of the ridiculous crap.<br />My son started to self-wean around 8 months, which was devastating for me since I know the wonderful benefits of human milk for human babies. I researched a TON--from goat's milk, to raw milk, to every formula under the sun. This was the best option I could find. The ease of not having to refrigerate it, combined with it being the closest to human milk as you can get--even down to tasting slightly sweet. Yes, I tasted it.<br />I love that they have a lactose-free option that isn't soy. Soy mimics estrogen and should not be fed to infant boys. Or girls, for that matter.<br />It does tend to be foamy when you shake it up, but we just scooped it off with a spoon--no biggie. Even if we didn't remove the foam, son didn't get gassy from it.<br />I know it says it's a Toddler Formula for 12 months and up, but that is because the company is a proponent of breastfeeding for the first year. I actually think it's admirable for them to do that. This company's obviously not like the mass-market big brands."
B002FJM9SU,1,HIGH ARSENIC LEVELS,"6/10/12 For those interested in the Holle brand of formula, please visit:<br />violey.com<br />At the top of the page please select English and then perform a search for Holle.<br />Please also see the pictures here for the nutritional information for the stage 1 and stage 2 Holle formulas.<br /><br />Please continue to feel free asking questions/concerns, etc in the comments.<br />There is a bunch of info in there, along with other user testimonials, so be sure to check them out, too.<br />---------------------------------------------------------------------------------------------------<br />****As of 2/16/12 since the news of the elevated arsenic levels, we are searching for an alternative.<br />The Nature's One brand of Baby's Only, both Dairy and Soy based formulas, have been mentioned as being the highest of the brands tested.<br /><br />This information was published on several different media sites that I was able to find. Although the scientific results and brands were not released, I've found from several different sources that this brand is far higher than the others, contrary to the statement posted on the Nature's One website.<br /><br />**3/13/12 For anyone interested, we have officially switched to the Holle brand of infant formula. Our daughter has been on this formula for almost 2 weeks, and she took to it right away. There is plenty of information, along with user reviews from around the world, online.<br /><br />Unfortunately, it is not available for sale here in the US.<br />Please see the source I have been ordering from in Germany that offers relatively moderate shipping fees in the comments.<br />If you have any questions about the Holle products, please leave a comment, and I'll get back to you at my earliest convenience.<br />----------------------------------------------------------------------------------------------------------------------------<br />ORIGINAL REVIEW:<br /><br />I ordered this formula because my wife is starting back to school in a couple of weeks, and won't have the ability to breastfeed or pump as she has been doing. I have read much of the info from the manufacture's website, and the many online reviews. Even with the occasional constipation some users have had, we decided to give this a shot.<br /><br />Our 4 month old daughter (wow does time really fly with them) took right to it. My wife tasted the formula, and said it is sweet like breast milk tends to be. We had tried another brand since we get free samples, and it must have been awful. Our daughter didn't like it one bit.<br /><br />We haven't had an issue with constipation, however she is still receiving breast milk, which may be helping with that. We are hoping that my wife will be able to pump enough in the mornings and evening, before and after class, to keep a supply, and only really need to supplement with the formula, which is only twice a day currently.<br /><br />I also really like that the manufacturer is an advocate of breastfeeding, and that is why they label their products for 12+month infants.<br /><br />You also can't go wrong with the 3 pack price that Amazon offers. Plus is comes with free 2 day shipping using Amazon Mom Prime.<br /><br />UPDATE:<br />Our daughter is now on this formula exclusively. She hasn't had constipation issues as other reviews have mentioned. Her bowel movements are firmer, and more solid, which makes clean up easier, and still regular. I wouldn't say she has any pain associated from this though.<br /><br />She still also takes to it wonderfully. There was never any problem with her distinguishing between breast milk and this formula.<br /><br />As a note, Amazon's price on this only saves us 1 cent per can compared to the local Whole Foods price. However, we do not regularly shop at Whole Foods as it isn't very convenient for us. The 2 day shipping is great, and very convenient. Just make sure to stock up while Amazon has it in stock. They seem to sell out quite often.<br /><br />ANOTHER UPDATE: 11/6/11<br />The Amazon price has increased on the 3 pack of this formula. It is no longer feasible to buy from here, so off to Whole Foods we go. Somewhat disappointed, as Amazon was saving us money, and valuable time."
B002FJM9SU,5,The best formula,"After doing months of research on all different formulas, I decided to go with Baby's Only. If you read the overwhelming amounts of positive feedback from satisfied moms, the choice is clear. My baby LOVES the taste of this formula and has already increased her intake of formula by and ounce per feeding. She had been on Gerber Good Start prior and although I wasn't unhappy with it, I wanted to go Organic for her. She would drink the GGS, but she didn't like the flavor and ate a lot less. Now I can tell she is thrilled to drink her milk.<br />I realize there has been a lot of backlash about the arsenic issue back in February, but if you go to the Nature's One website, you can read all of the steps that they have taken to correct this and test for it more stringently. This is a company that makes a very reputable product at a very good price.  I highly recommend it."
B002FJM9SU,3,caused constipation,"I too wanted to love this formula because i believed it was better for my little one.  however, we also experienced issues with constipation.  my poor baby was in so much pain that she would cry.  the smell was good and the consistency was good too, however it just didn't work my baby's tummy.  we have used other formulas and she has not gotten constipated with those.  she has also been exclusively breastfed for about 3-4 months with no constipation issues.  she is now going on 5 months and i am only supplementing here and there with formula."
B002FJM9SU,5,"seems like good quality product, and baby was a fan","I exclusively breastfed my first daughter, but when my second little girl was born, things didn't go as well. We have luckily over come many of our challenges, but we did have to supplement with formula for a little while. This was the formula we chose, and we were very pleased with it.<br /><br />This formula did not cause our daughter digestive issues at all, though we did couple it with Bio Gaia probiotics which we ordered through Amazon and later probiotics from CustomProbiotics. She seemed to like the flavor though it has a less sweet smell than breast milk, and it was not overly thick.<br /><br />There is a lot of information out there on the quality of this formula, and one of the best things about the company that produces it is that they advertise it as a ""toddler formula"" because they support that breastfeeding is the normal way to feed infants for at least their first year. They say to consult your doctor for correct feeding amounts - and I think all of this is a great way to approach formula sales. I have also never seen samples of this brand given out at hospitals which is very helpful for people trying to establish breastfeeding in the early days.<br /><br />If formula is necessary or preferred, this is a great formula - possibly the best out there."
B002FJM9SU,3,"If it works for you, use it","I think, despite anything else, that is formula is the best on the market.  I know all about the arsenic scare, but every single formula out there has at least one thing in it that I would consider to be harmful, whether it be hexane derived DHA, BPA in the packaging, or corn syrup solids as the first ingredient.  So which is the worst offender?  I really wanted to breast feed, but due to being on medication that would be passed into my breast milk and dangerous for the baby, I could not.  So, I began my search for the best formula.<br /><br />I can't give this formula a bad review based on my experience, because if it had worked for us, I would not hesitate to use it.  But it caused terrible constipation, to the point of my poor baby having a little blood come out with the hard stools he passed while on it.  He was in a lot of pain for about a day, and it's just not worth watching him go through that.  I did have fair warning.  Other reviewers said they'd had problems with constipation, but I still wanted to try it.  I thought well, what if it does work for us?  If I didn't try I'd be missing out.  I see now that it was not a good idea to gamble like that.  I don't ever want to see my son suffer to poop like that again.<br /><br />My son is a little over two weeks old.  I had him on Enfamil Newborn, but he was spitting up a ton.  So we tried Enfamil Gentlease, but the first ingredient is corn syrup, and it smells like malt mix.  I didn't feel good about giving him something that was primarily sugar.  He spit that up too.  So, with the wisdom of a new parent (ha-ha), I decided that since he spits up everything in sight and I really wanted him to have organic formula in the first place, I'd try this.  I would have kept him on it without a doubt if he'd tolerated it.  It does smell more like milk than typical formula, and I think the company really does care about their customers and their product.  I don't always like going with the big corporations just because they have been around for 50 years.  But after one day he was screaming to poop, and it was heartbreaking.<br /><br />Finally, I decided to go back to Enfamil Newborn.  Do what works for you.  This might work great when my baby is older, who knows?"
B002FJM9SU,5,"Mom of 2, 2 & under","I found this formula after doing a lot of research 2 years ago.  I was weaning my daughter and wanted to put her on something I felt good about.  At the time, there was a scare regarding most powdered formulas.  Babies Only was one of the few that wasn't affected.  I also appreciated the fact that it didn't smell foul.  I figured if it smelled ok to me, it would be more appealing to my daughter and that proved to be true.  She rejected other powdered formulas, but transitioned beautifully to this one after initially trying some liquid ones that she seemed to like.  I just had a hard time finding it locally.  Only Whole Foods carried it and they were constantly running out.  Fast forward 2 years and when I was weaning my son, I immediately put him on this and he took to it well.  Again, I had trouble consistently finding it locally, so I started using Similac organic. But, as luck would have it, just a month after using it, there was another recall!  It's just too scary how often that happens with the popular brands.  When I started researching alternatives again, I found Babies Only was still the best.  I discovered that Similac Organic had an extremely high sugar content- no wonder my son liked it!  Unfortunately, Babies Only wasn't much more available, but happily I found it here on Amazon and it's basically like buying 2 and getting 1 free, with free shipping.  I just wish I had found this 2 months ago as he's just about ready to get off formula.  Anyway, I LOVE this product.  As a mom who nursed both kids for 10 months, this is the only formula I felt good about giving my kids.  Neither had any problems with digestion, transition, etc. with it.  I highly recommend it."
B002FJM9SU,5,"Used it for my first, will use it for my second!","Prior to finding this formula for my first child (for supplementation, horrible milk supply after working with many professionals) I tried Parent's Choice organic formula (horrible BMs) and used Similac Organic. Similac wasn't too bad, but I still didn't like the ingredients or methods of processing. Once we tried Enfamil and my daughter threw, not spit, threw that nasty stuff up everywhere. After searching for a better alternative, I came across Baby's Only for even a lot cheaper through my co-op. She took to it right away, even spitting it up much less than breastmilk. We used it from a few months old until she was 18 months. My sister then used it for her son to supplement as well, with great results.<br /><br />I went to order it again for our second arriving in a few weeks, when I saw all this hype about arsenic (btw, if you haven't purchased a product, you should not submit a review on it! That's abuse). I immediately freaked out a little at what my alternative would be? Then after reading all of the information out there that I could get my hands on, I decided that this is still the best choice for us. If there is no regulation on something, you cannot just pick out one or two items, test them and scare the nation. You need to see what is in everything else as well and test comparable brands for safety in their ingredients too! Personally I feel a lot safer giving this formula to my child, a company that has not had any incident reports (that I know of) since they have been around, then give my baby a formula that children have gotten sick on and one recently died from. Be it contamination or ingredients.<br /><br />For me there isn't a good alternative. I feel good about Nature's One as a company who strives to do the best for it's customers. They have worked so hard at trying to offer the best formula they can. Even removing as much BPA from packaging as they can, and giving options to parents to choose what to give their babies.<br /><br />I hope this formula will continue to be available and that this issue can be rectified quickly through more testing.<br /><br />Update: I just checked their website and they have further testing that has been done, stating that this formula is safe and levels are far below standards for rice for babies (no standards have been set for formula). Very possible false positives in the Dartsmouth study.<br />[...]"
